substrate,gene1,gene2,gene1_name,gene2_name,ko_type,wt_growth
Thymidine,b0765,b2422,modC,cysA,double,0.753
Thymidine,b2235,b4238,nrdB,nrdD,double,0.753
Thymidine,b3829,b4019,metE,metH,double,0.753
Thymidine,b0928,b4054,aspC,tyrB,double,0.753
Thymidine,b2551,b2913,glyA,serA,double,0.753
Thymidine,b1096,b4039,pabC,ubiC,double,0.753
Thymidine,b3117,b3772,tdcB,ilvA,double,0.753
Thymidine,b0452,b0954,tesB,fabA,double,0.753
Thymidine,b3386,b4025,rpe,pgi,double,0.753
Thymidine,b1090,b4041,plsX,plsB,double,0.753
Thymidine,b2508,b2868,guaB,xdhC,double,0.753
Thymidine,b0048,b1606,folA,folM,double,0.753
Thymidine,b1761,b3212,gdhA,gltB,double,0.753
Thymidine,b0954,b3846,fabA,fadB,double,0.753
Thymidine,b0764,b2423,modB,cysW,double,0.753
Thymidine,b2414,b2421,cysK,cysM,double,0.753
Thymidine,b0764,b2424,modB,cysU,double,0.753
Thymidine,b2393,b2964,nupC,nupG,double,0.753
Thymidine,b0273,b4254,argF,argI,double,0.753
Thymidine,b0763,b2423,modA,cysW,double,0.753
Thymidine,b2508,b2866,guaB,xdhA,double,0.753
Thymidine,b1692,b3281,ydiB,aroE,double,0.753
Thymidine,b0765,b2423,modC,cysW,double,0.753
Thymidine,b2029,b3386,gnd,rpe,double,0.753
Thymidine,b2234,b4238,nrdA,nrdD,double,0.753
Thymidine,b0763,b2422,modA,cysA,double,0.753
Thymidine,b0870,b2551,ltaE,glyA,double,0.753
Thymidine,b3059,b4041,plsY,plsB,double,0.753
Thymidine,b0155,b1592,clcA,clcB,double,0.753
Thymidine,b2465,b2935,tktB,tktA,double,0.753
Thymidine,b0073,b1800,leuB,dmlA,double,0.753
Thymidine,b0907,b2551,serC,glyA,double,0.753
Thymidine,b0002,b3940,thrA,metL,double,0.753
Thymidine,b0238,b2508,gpt,guaB,double,0.753
Thymidine,b0870,b0907,ltaE,serC,double,0.753
Thymidine,b0674,b3744,asnB,asnA,double,0.753
Thymidine,b0077,b3671,ilvI,ilvB,double,0.753
Thymidine,b1702,b2779,ppsA,eno,double,0.753
Thymidine,b0763,b2424,modA,cysU,double,0.753
Thymidine,b0844,b3812,ybjI,yigB,double,0.753
Thymidine,b0765,b2424,modC,cysU,double,0.753
Thymidine,b0171,b0910,pyrH,cmk,double,0.753
Thymidine,b0126,b0339,can,cynT,double,0.753
Thymidine,b1190,b4053,dadX,alr,double,0.753
Thymidine,b0684,b2895,fldA,fldB,double,0.753
Thymidine,b1378,b3924,pfo,fpr,double,0.753
Thymidine,b0078,b3671,ilvH,ilvB,double,0.753
Thymidine,b0032,b0521,carA,ybcF,double,0.753
Thymidine,b0118,b1276,acnB,acnA,double,0.753
Thymidine,b1849,b2500,purT,purN,double,0.753
Thymidine,b0870,b2320,ltaE,pdxB,double,0.753
Thymidine,b0764,b2422,modB,cysA,double,0.753
Thymidine,b1852,b3386,zwf,rpe,double,0.753
Thymidine,b0954,b2836,fabA,aas,double,0.753
Thymidine,b0767,b3386,pgl,rpe,double,0.753
Thymidine,b0149,b3396,mrcB,mrcA,double,0.753
Thymidine,b0099,b1865,mutT,nudB,double,0.753
Thymidine,b2551,b4388,glyA,serB,double,0.753
Thymidine,b1622,b3008,malY,metC,double,0.753
Thymidine,b1761,b3213,gdhA,gltD,double,0.753
Thymidine,b1702,b1779,ppsA,gapA,double,0.753
Thymidine,b2508,b2867,guaB,xdhB,double,0.753
Thymidine,b2708,b3197,srlQ,kdsD,double,0.753
Thymidine,b0078,b3670,ilvH,ilvN,double,0.753
Thymidine,b0033,b0521,carB,ybcF,double,0.753
Thymidine,b2582,b3781,trxC,trxA,double,0.753
D-Xylose,b0388,b3390,aroL,aroK,double,0.7112
D-Xylose,b0765,b2422,modC,cysA,double,0.7112
D-Xylose,b0928,b4054,aspC,tyrB,double,0.7112
D-Xylose,b3117,b3772,tdcB,ilvA,double,0.7112
D-Xylose,b3568,b4031,xylH,xylE,double,0.7112
D-Xylose,b2508,b2868,guaB,xdhC,double,0.7112
D-Xylose,b0048,b1606,folA,folM,double,0.7112
D-Xylose,b1779,b3738,gapA,atpB,double,0.7112
D-Xylose,b2926,b3732,pgk,atpD,double,0.7112
D-Xylose,b0764,b2423,modB,cysW,double,0.7112
D-Xylose,b2414,b2421,cysK,cysM,double,0.7112
D-Xylose,b1692,b3281,ydiB,aroE,double,0.7112
D-Xylose,b2926,b3734,pgk,atpA,double,0.7112
D-Xylose,b0155,b1592,clcA,clcB,double,0.7112
D-Xylose,b2465,b2935,tktB,tktA,double,0.7112
D-Xylose,b1779,b3731,gapA,atpC,double,0.7112
D-Xylose,b0907,b2551,serC,glyA,double,0.7112
D-Xylose,b1779,b3736,gapA,atpF,double,0.7112
D-Xylose,b0870,b0907,ltaE,serC,double,0.7112
D-Xylose,b1779,b3737,gapA,atpE,double,0.7112
D-Xylose,b1702,b2779,ppsA,eno,double,0.7112
D-Xylose,b0126,b0339,can,cynT,double,0.7112
D-Xylose,b1779,b3732,gapA,atpD,double,0.7112
D-Xylose,b2926,b3738,pgk,atpB,double,0.7112
D-Xylose,b0684,b2895,fldA,fldB,double,0.7112
D-Xylose,b0954,b2836,fabA,aas,double,0.7112
D-Xylose,b0149,b3396,mrcB,mrcA,double,0.7112
D-Xylose,b0099,b1865,mutT,nudB,double,0.7112
D-Xylose,b1622,b3008,malY,metC,double,0.7112
D-Xylose,b2508,b2867,guaB,xdhB,double,0.7112
D-Xylose,b0032,b0521,carA,ybcF,double,0.7112
D-Xylose,b1779,b3733,gapA,atpG,double,0.7112
D-Xylose,b3829,b4019,metE,metH,double,0.7112
D-Xylose,b2551,b2913,glyA,serA,double,0.7112
D-Xylose,b0063,b3564,araB,xylB,double,0.7112
D-Xylose,b0954,b3846,fabA,fadB,double,0.7112
D-Xylose,b2508,b2866,guaB,xdhA,double,0.7112
D-Xylose,b2029,b3386,gnd,rpe,double,0.7112
D-Xylose,b0763,b2422,modA,cysA,double,0.7112
D-Xylose,b0870,b2551,ltaE,glyA,double,0.7112
D-Xylose,b0073,b1800,leuB,dmlA,double,0.7112
D-Xylose,b0002,b3940,thrA,metL,double,0.7112
D-Xylose,b0238,b2508,gpt,guaB,double,0.7112
D-Xylose,b2926,b3735,pgk,atpH,double,0.7112
D-Xylose,b0077,b3671,ilvI,ilvB,double,0.7112
D-Xylose,b0171,b0910,pyrH,cmk,double,0.7112
D-Xylose,b1190,b4053,dadX,alr,double,0.7112
D-Xylose,b0118,b1276,acnB,acnA,double,0.7112
D-Xylose,b0764,b2422,modB,cysA,double,0.7112
D-Xylose,b1852,b3386,zwf,rpe,double,0.7112
D-Xylose,b0763,b2424,modA,cysU,double,0.7112
D-Xylose,b1761,b3213,gdhA,gltD,double,0.7112
D-Xylose,b1702,b1779,ppsA,gapA,double,0.7112
D-Xylose,b0033,b0521,carB,ybcF,double,0.7112
D-Xylose,b0092,b0381,ddlB,ddlA,double,0.7112
D-Xylose,b1096,b4039,pabC,ubiC,double,0.7112
D-Xylose,b0764,b2424,modB,cysU,double,0.7112
D-Xylose,b0273,b4254,argF,argI,double,0.7112
D-Xylose,b0763,b2423,modA,cysW,double,0.7112
D-Xylose,b2926,b3737,pgk,atpE,double,0.7112
D-Xylose,b0765,b2423,modC,cysW,double,0.7112
D-Xylose,b2926,b3736,pgk,atpF,double,0.7112
D-Xylose,b2926,b3731,pgk,atpC,double,0.7112
D-Xylose,b1779,b3734,gapA,atpA,double,0.7112
D-Xylose,b3567,b4031,xylG,xylE,double,0.7112
D-Xylose,b1849,b2500,purT,purN,double,0.7112
D-Xylose,b0767,b3386,pgl,rpe,double,0.7112
D-Xylose,b2914,b4090,rpiA,rpiB,double,0.7112
D-Xylose,b0078,b3670,ilvH,ilvN,double,0.7112
D-Xylose,b1702,b2926,ppsA,pgk,double,0.7112
D-Xylose,b2436,b3867,hemF,hemN,double,0.7112
D-Xylose,b0077,b3670,ilvI,ilvN,double,0.7112
D-Xylose,b2235,b4238,nrdB,nrdD,double,0.7112
D-Xylose,b1090,b4041,plsX,plsB,double,0.7112
D-Xylose,b1761,b3212,gdhA,gltB,double,0.7112
D-Xylose,b2234,b4238,nrdA,nrdD,double,0.7112
D-Xylose,b1779,b3735,gapA,atpH,double,0.7112
D-Xylose,b3059,b4041,plsY,plsB,double,0.7112
D-Xylose,b0674,b3744,asnB,asnA,double,0.7112
D-Xylose,b0765,b2424,modC,cysU,double,0.7112
D-Xylose,b0844,b3812,ybjI,yigB,double,0.7112
D-Xylose,b0078,b3671,ilvH,ilvB,double,0.7112
D-Xylose,b1378,b3924,pfo,fpr,double,0.7112
D-Xylose,b3566,b4031,xylF,xylE,double,0.7112
D-Xylose,b0870,b2320,ltaE,pdxB,double,0.7112
D-Xylose,b2926,b3733,pgk,atpG,double,0.7112
D-Xylose,b2551,b4388,glyA,serB,double,0.7112
D-Xylose,b0452,b0954,tesB,fabA,double,0.7112
D-Xylose,b2708,b3197,srlQ,kdsD,double,0.7112
D-Xylose,b2582,b3781,trxC,trxA,double,0.7112
L-Arabinose,b0388,b3390,aroL,aroK,double,0.7112
L-Arabinose,b0765,b2422,modC,cysA,double,0.7112
L-Arabinose,b0928,b4054,aspC,tyrB,double,0.7112
L-Arabinose,b3117,b3772,tdcB,ilvA,double,0.7112
L-Arabinose,b1901,b2841,araF,araE,double,0.7112
L-Arabinose,b2508,b2868,guaB,xdhC,double,0.7112
L-Arabinose,b0048,b1606,folA,folM,double,0.7112
L-Arabinose,b1779,b3738,gapA,atpB,double,0.7112
L-Arabinose,b2926,b3732,pgk,atpD,double,0.7112
L-Arabinose,b0764,b2423,modB,cysW,double,0.7112
L-Arabinose,b2414,b2421,cysK,cysM,double,0.7112
L-Arabinose,b1692,b3281,ydiB,aroE,double,0.7112
L-Arabinose,b2926,b3734,pgk,atpA,double,0.7112
L-Arabinose,b0155,b1592,clcA,clcB,double,0.7112
L-Arabinose,b2465,b2935,tktB,tktA,double,0.7112
L-Arabinose,b1779,b3731,gapA,atpC,double,0.7112
L-Arabinose,b0907,b2551,serC,glyA,double,0.7112
L-Arabinose,b1779,b3736,gapA,atpF,double,0.7112
L-Arabinose,b0870,b0907,ltaE,serC,double,0.7112
L-Arabinose,b1779,b3737,gapA,atpE,double,0.7112
L-Arabinose,b1702,b2779,ppsA,eno,double,0.7112
L-Arabinose,b0684,b2895,fldA,fldB,double,0.7112
L-Arabinose,b2926,b3738,pgk,atpB,double,0.7112
L-Arabinose,b0126,b0339,can,cynT,double,0.7112
L-Arabinose,b1779,b3732,gapA,atpD,double,0.7112
L-Arabinose,b0954,b2836,fabA,aas,double,0.7112
L-Arabinose,b0149,b3396,mrcB,mrcA,double,0.7112
L-Arabinose,b0099,b1865,mutT,nudB,double,0.7112
L-Arabinose,b1622,b3008,malY,metC,double,0.7112
L-Arabinose,b2508,b2867,guaB,xdhB,double,0.7112
L-Arabinose,b0032,b0521,carA,ybcF,double,0.7112
L-Arabinose,b1779,b3733,gapA,atpG,double,0.7112
L-Arabinose,b3829,b4019,metE,metH,double,0.7112
L-Arabinose,b2551,b2913,glyA,serA,double,0.7112
L-Arabinose,b3386,b4025,rpe,pgi,double,0.7112
L-Arabinose,b0954,b3846,fabA,fadB,double,0.7112
L-Arabinose,b2508,b2866,guaB,xdhA,double,0.7112
L-Arabinose,b2029,b3386,gnd,rpe,double,0.7112
L-Arabinose,b0763,b2422,modA,cysA,double,0.7112
L-Arabinose,b0870,b2551,ltaE,glyA,double,0.7112
L-Arabinose,b0073,b1800,leuB,dmlA,double,0.7112
L-Arabinose,b0002,b3940,thrA,metL,double,0.7112
L-Arabinose,b0238,b2508,gpt,guaB,double,0.7112
L-Arabinose,b2926,b3735,pgk,atpH,double,0.7112
L-Arabinose,b0077,b3671,ilvI,ilvB,double,0.7112
L-Arabinose,b0171,b0910,pyrH,cmk,double,0.7112
L-Arabinose,b1190,b4053,dadX,alr,double,0.7112
L-Arabinose,b0118,b1276,acnB,acnA,double,0.7112
L-Arabinose,b0764,b2422,modB,cysA,double,0.7112
L-Arabinose,b1852,b3386,zwf,rpe,double,0.7112
L-Arabinose,b0763,b2424,modA,cysU,double,0.7112
L-Arabinose,b1761,b3213,gdhA,gltD,double,0.7112
L-Arabinose,b1702,b1779,ppsA,gapA,double,0.7112
L-Arabinose,b0033,b0521,carB,ybcF,double,0.7112
L-Arabinose,b0092,b0381,ddlB,ddlA,double,0.7112
L-Arabinose,b1096,b4039,pabC,ubiC,double,0.7112
L-Arabinose,b0764,b2424,modB,cysU,double,0.7112
L-Arabinose,b0273,b4254,argF,argI,double,0.7112
L-Arabinose,b0763,b2423,modA,cysW,double,0.7112
L-Arabinose,b2926,b3737,pgk,atpE,double,0.7112
L-Arabinose,b0765,b2423,modC,cysW,double,0.7112
L-Arabinose,b2926,b3736,pgk,atpF,double,0.7112
L-Arabinose,b1900,b2841,araG,araE,double,0.7112
L-Arabinose,b2926,b3731,pgk,atpC,double,0.7112
L-Arabinose,b1779,b3734,gapA,atpA,double,0.7112
L-Arabinose,b1849,b2500,purT,purN,double,0.7112
L-Arabinose,b0767,b3386,pgl,rpe,double,0.7112
L-Arabinose,b2914,b4090,rpiA,rpiB,double,0.7112
L-Arabinose,b0078,b3670,ilvH,ilvN,double,0.7112
L-Arabinose,b1702,b2926,ppsA,pgk,double,0.7112
L-Arabinose,b2436,b3867,hemF,hemN,double,0.7112
L-Arabinose,b0077,b3670,ilvI,ilvN,double,0.7112
L-Arabinose,b2235,b4238,nrdB,nrdD,double,0.7112
L-Arabinose,b1090,b4041,plsX,plsB,double,0.7112
L-Arabinose,b1761,b3212,gdhA,gltB,double,0.7112
L-Arabinose,b2234,b4238,nrdA,nrdD,double,0.7112
L-Arabinose,b1779,b3735,gapA,atpH,double,0.7112
L-Arabinose,b3059,b4041,plsY,plsB,double,0.7112
L-Arabinose,b2841,b4460,araE,araH,double,0.7112
L-Arabinose,b0674,b3744,asnB,asnA,double,0.7112
L-Arabinose,b0765,b2424,modC,cysU,double,0.7112
L-Arabinose,b0844,b3812,ybjI,yigB,double,0.7112
L-Arabinose,b0078,b3671,ilvH,ilvB,double,0.7112
L-Arabinose,b1378,b3924,pfo,fpr,double,0.7112
L-Arabinose,b0870,b2320,ltaE,pdxB,double,0.7112
L-Arabinose,b2551,b4388,glyA,serB,double,0.7112
L-Arabinose,b2926,b3733,pgk,atpG,double,0.7112
L-Arabinose,b0452,b0954,tesB,fabA,double,0.7112
L-Arabinose,b2708,b3197,srlQ,kdsD,double,0.7112
L-Arabinose,b2582,b3781,trxC,trxA,double,0.7112
beta-D-Allose,b0388,b3390,aroL,aroK,double,0.7295
beta-D-Allose,b0765,b2422,modC,cysA,double,0.7295
beta-D-Allose,b0928,b4054,aspC,tyrB,double,0.7295
beta-D-Allose,b3117,b3772,tdcB,ilvA,double,0.7295
beta-D-Allose,b2508,b2868,guaB,xdhC,double,0.7295
beta-D-Allose,b0048,b1606,folA,folM,double,0.7295
beta-D-Allose,b1779,b3738,gapA,atpB,double,0.7295
beta-D-Allose,b2926,b3732,pgk,atpD,double,0.7295
beta-D-Allose,b0764,b2423,modB,cysW,double,0.7295
beta-D-Allose,b2414,b2421,cysK,cysM,double,0.7295
beta-D-Allose,b0155,b1592,clcA,clcB,double,0.7295
beta-D-Allose,b2926,b3734,pgk,atpA,double,0.7295
beta-D-Allose,b1779,b3731,gapA,atpC,double,0.7295
beta-D-Allose,b2465,b2935,tktB,tktA,double,0.7295
beta-D-Allose,b0907,b2551,serC,glyA,double,0.7295
beta-D-Allose,b1779,b3736,gapA,atpF,double,0.7295
beta-D-Allose,b0870,b0907,ltaE,serC,double,0.7295
beta-D-Allose,b1779,b3737,gapA,atpE,double,0.7295
beta-D-Allose,b1702,b2779,ppsA,eno,double,0.7295
beta-D-Allose,b0126,b0339,can,cynT,double,0.7295
beta-D-Allose,b1779,b3732,gapA,atpD,double,0.7295
beta-D-Allose,b0684,b2895,fldA,fldB,double,0.7295
beta-D-Allose,b2926,b3738,pgk,atpB,double,0.7295
beta-D-Allose,b3735,b3919,atpH,tpiA,double,0.7295
beta-D-Allose,b2779,b3733,eno,atpG,double,0.7295
beta-D-Allose,b3733,b3919,atpG,tpiA,double,0.7295
beta-D-Allose,b2779,b3735,eno,atpH,double,0.7295
beta-D-Allose,b2708,b3197,srlQ,kdsD,double,0.7295
beta-D-Allose,b3737,b3919,atpE,tpiA,double,0.7295
beta-D-Allose,b2779,b3737,eno,atpE,double,0.7295
beta-D-Allose,b2779,b3731,eno,atpC,double,0.7295
beta-D-Allose,b3731,b3919,atpC,tpiA,double,0.7295
beta-D-Allose,b0954,b2836,fabA,aas,double,0.7295
beta-D-Allose,b0149,b3396,mrcB,mrcA,double,0.7295
beta-D-Allose,b0099,b1865,mutT,nudB,double,0.7295
beta-D-Allose,b1622,b3008,malY,metC,double,0.7295
beta-D-Allose,b2508,b2867,guaB,xdhB,double,0.7295
beta-D-Allose,b0032,b0521,carA,ybcF,double,0.7295
beta-D-Allose,b1779,b3733,gapA,atpG,double,0.7295
beta-D-Allose,b3829,b4019,metE,metH,double,0.7295
beta-D-Allose,b2551,b2913,glyA,serA,double,0.7295
beta-D-Allose,b3386,b4025,rpe,pgi,double,0.7295
beta-D-Allose,b0954,b3846,fabA,fadB,double,0.7295
beta-D-Allose,b2508,b2866,guaB,xdhA,double,0.7295
beta-D-Allose,b2029,b3386,gnd,rpe,double,0.7295
beta-D-Allose,b0763,b2422,modA,cysA,double,0.7295
beta-D-Allose,b0870,b2551,ltaE,glyA,double,0.7295
beta-D-Allose,b0002,b3940,thrA,metL,double,0.7295
beta-D-Allose,b0238,b2508,gpt,guaB,double,0.7295
beta-D-Allose,b0073,b1800,leuB,dmlA,double,0.7295
beta-D-Allose,b2926,b3735,pgk,atpH,double,0.7295
beta-D-Allose,b0077,b3671,ilvI,ilvB,double,0.7295
beta-D-Allose,b0171,b0910,pyrH,cmk,double,0.7295
beta-D-Allose,b1190,b4053,dadX,alr,double,0.7295
beta-D-Allose,b0118,b1276,acnB,acnA,double,0.7295
beta-D-Allose,b0764,b2422,modB,cysA,double,0.7295
beta-D-Allose,b1852,b3386,zwf,rpe,double,0.7295
beta-D-Allose,b2779,b3732,eno,atpD,double,0.7295
beta-D-Allose,b3732,b3919,atpD,tpiA,double,0.7295
beta-D-Allose,b0763,b2424,modA,cysU,double,0.7295
beta-D-Allose,b1702,b1779,ppsA,gapA,double,0.7295
beta-D-Allose,b1761,b3213,gdhA,gltD,double,0.7295
beta-D-Allose,b0033,b0521,carB,ybcF,double,0.7295
beta-D-Allose,b0092,b0381,ddlB,ddlA,double,0.7295
beta-D-Allose,b1096,b4039,pabC,ubiC,double,0.7295
beta-D-Allose,b0764,b2424,modB,cysU,double,0.7295
beta-D-Allose,b0273,b4254,argF,argI,double,0.7295
beta-D-Allose,b0763,b2423,modA,cysW,double,0.7295
beta-D-Allose,b2926,b3737,pgk,atpE,double,0.7295
beta-D-Allose,b0765,b2423,modC,cysW,double,0.7295
beta-D-Allose,b2926,b3736,pgk,atpF,double,0.7295
beta-D-Allose,b2926,b3731,pgk,atpC,double,0.7295
beta-D-Allose,b1779,b3734,gapA,atpA,double,0.7295
beta-D-Allose,b1849,b2500,purT,purN,double,0.7295
beta-D-Allose,b0767,b3386,pgl,rpe,double,0.7295
beta-D-Allose,b0078,b3670,ilvH,ilvN,double,0.7295
beta-D-Allose,b1702,b2926,ppsA,pgk,double,0.7295
beta-D-Allose,b2436,b3867,hemF,hemN,double,0.7295
beta-D-Allose,b2779,b3738,eno,atpB,double,0.7295
beta-D-Allose,b0077,b3670,ilvI,ilvN,double,0.7295
beta-D-Allose,b3738,b3919,atpB,tpiA,double,0.7295
beta-D-Allose,b2235,b4238,nrdB,nrdD,double,0.7295
beta-D-Allose,b1090,b4041,plsX,plsB,double,0.7295
beta-D-Allose,b3736,b3919,atpF,tpiA,double,0.7295
beta-D-Allose,b1761,b3212,gdhA,gltB,double,0.7295
beta-D-Allose,b2779,b3736,eno,atpF,double,0.7295
beta-D-Allose,b2234,b4238,nrdA,nrdD,double,0.7295
beta-D-Allose,b1779,b3735,gapA,atpH,double,0.7295
beta-D-Allose,b3059,b4041,plsY,plsB,double,0.7295
beta-D-Allose,b0674,b3744,asnB,asnA,double,0.7295
beta-D-Allose,b0765,b2424,modC,cysU,double,0.7295
beta-D-Allose,b0844,b3812,ybjI,yigB,double,0.7295
beta-D-Allose,b3734,b3919,atpA,tpiA,double,0.7295
beta-D-Allose,b2779,b3734,eno,atpA,double,0.7295
beta-D-Allose,b0078,b3671,ilvH,ilvB,double,0.7295
beta-D-Allose,b1378,b3924,pfo,fpr,double,0.7295
beta-D-Allose,b0870,b2320,ltaE,pdxB,double,0.7295
beta-D-Allose,b2926,b3733,pgk,atpG,double,0.7295
beta-D-Allose,b2551,b4388,glyA,serB,double,0.7295
beta-D-Allose,b0452,b0954,tesB,fabA,double,0.7295
beta-D-Allose,b1692,b3281,ydiB,aroE,double,0.7295
beta-D-Allose,b2582,b3781,trxC,trxA,double,0.7295
D-Galactonic Acid,b0388,b3390,aroL,aroK,double,0.7121
D-Galactonic Acid,b0765,b2422,modC,cysA,double,0.7121
D-Galactonic Acid,b0928,b4054,aspC,tyrB,double,0.7121
D-Galactonic Acid,b3117,b3772,tdcB,ilvA,double,0.7121
D-Galactonic Acid,b2508,b2868,guaB,xdhC,double,0.7121
D-Galactonic Acid,b0048,b1606,folA,folM,double,0.7121
D-Galactonic Acid,b1779,b3738,gapA,atpB,double,0.7121
D-Galactonic Acid,b2926,b3732,pgk,atpD,double,0.7121
D-Galactonic Acid,b0764,b2423,modB,cysW,double,0.7121
D-Galactonic Acid,b2414,b2421,cysK,cysM,double,0.7121
D-Galactonic Acid,b1692,b3281,ydiB,aroE,double,0.7121
D-Galactonic Acid,b2926,b3734,pgk,atpA,double,0.7121
D-Galactonic Acid,b0155,b1592,clcA,clcB,double,0.7121
D-Galactonic Acid,b2465,b2935,tktB,tktA,double,0.7121
D-Galactonic Acid,b1779,b3731,gapA,atpC,double,0.7121
D-Galactonic Acid,b0907,b2551,serC,glyA,double,0.7121
D-Galactonic Acid,b1779,b3736,gapA,atpF,double,0.7121
D-Galactonic Acid,b0870,b0907,ltaE,serC,double,0.7121
D-Galactonic Acid,b1779,b3737,gapA,atpE,double,0.7121
D-Galactonic Acid,b1702,b2779,ppsA,eno,double,0.7121
D-Galactonic Acid,b0684,b2895,fldA,fldB,double,0.7121
D-Galactonic Acid,b2926,b3738,pgk,atpB,double,0.7121
D-Galactonic Acid,b0126,b0339,can,cynT,double,0.7121
D-Galactonic Acid,b1779,b3732,gapA,atpD,double,0.7121
D-Galactonic Acid,b0954,b2836,fabA,aas,double,0.7121
D-Galactonic Acid,b0149,b3396,mrcB,mrcA,double,0.7121
D-Galactonic Acid,b0099,b1865,mutT,nudB,double,0.7121
D-Galactonic Acid,b1622,b3008,malY,metC,double,0.7121
D-Galactonic Acid,b2508,b2867,guaB,xdhB,double,0.7121
D-Galactonic Acid,b0032,b0521,carA,ybcF,double,0.7121
D-Galactonic Acid,b1779,b3733,gapA,atpG,double,0.7121
D-Galactonic Acid,b3829,b4019,metE,metH,double,0.7121
D-Galactonic Acid,b2551,b2913,glyA,serA,double,0.7121
D-Galactonic Acid,b3386,b4025,rpe,pgi,double,0.7121
D-Galactonic Acid,b0954,b3846,fabA,fadB,double,0.7121
D-Galactonic Acid,b2508,b2866,guaB,xdhA,double,0.7121
D-Galactonic Acid,b2029,b3386,gnd,rpe,double,0.7121
D-Galactonic Acid,b0763,b2422,modA,cysA,double,0.7121
D-Galactonic Acid,b0870,b2551,ltaE,glyA,double,0.7121
D-Galactonic Acid,b0073,b1800,leuB,dmlA,double,0.7121
D-Galactonic Acid,b0002,b3940,thrA,metL,double,0.7121
D-Galactonic Acid,b0238,b2508,gpt,guaB,double,0.7121
D-Galactonic Acid,b2926,b3735,pgk,atpH,double,0.7121
D-Galactonic Acid,b0077,b3671,ilvI,ilvB,double,0.7121
D-Galactonic Acid,b0171,b0910,pyrH,cmk,double,0.7121
D-Galactonic Acid,b1190,b4053,dadX,alr,double,0.7121
D-Galactonic Acid,b0118,b1276,acnB,acnA,double,0.7121
D-Galactonic Acid,b0764,b2422,modB,cysA,double,0.7121
D-Galactonic Acid,b1852,b3386,zwf,rpe,double,0.7121
D-Galactonic Acid,b0763,b2424,modA,cysU,double,0.7121
D-Galactonic Acid,b1761,b3213,gdhA,gltD,double,0.7121
D-Galactonic Acid,b1702,b1779,ppsA,gapA,double,0.7121
D-Galactonic Acid,b0033,b0521,carB,ybcF,double,0.7121
D-Galactonic Acid,b0092,b0381,ddlB,ddlA,double,0.7121
D-Galactonic Acid,b1096,b4039,pabC,ubiC,double,0.7121
D-Galactonic Acid,b0764,b2424,modB,cysU,double,0.7121
D-Galactonic Acid,b0273,b4254,argF,argI,double,0.7121
D-Galactonic Acid,b0763,b2423,modA,cysW,double,0.7121
D-Galactonic Acid,b2926,b3737,pgk,atpE,double,0.7121
D-Galactonic Acid,b0765,b2423,modC,cysW,double,0.7121
D-Galactonic Acid,b2926,b3736,pgk,atpF,double,0.7121
D-Galactonic Acid,b2926,b3731,pgk,atpC,double,0.7121
D-Galactonic Acid,b1779,b3734,gapA,atpA,double,0.7121
D-Galactonic Acid,b1849,b2500,purT,purN,double,0.7121
D-Galactonic Acid,b0767,b3386,pgl,rpe,double,0.7121
D-Galactonic Acid,b0078,b3670,ilvH,ilvN,double,0.7121
D-Galactonic Acid,b1702,b2926,ppsA,pgk,double,0.7121
D-Galactonic Acid,b2436,b3867,hemF,hemN,double,0.7121
D-Galactonic Acid,b0077,b3670,ilvI,ilvN,double,0.7121
D-Galactonic Acid,b2235,b4238,nrdB,nrdD,double,0.7121
D-Galactonic Acid,b1090,b4041,plsX,plsB,double,0.7121
D-Galactonic Acid,b1761,b3212,gdhA,gltB,double,0.7121
D-Galactonic Acid,b2234,b4238,nrdA,nrdD,double,0.7121
D-Galactonic Acid,b1779,b3735,gapA,atpH,double,0.7121
D-Galactonic Acid,b3059,b4041,plsY,plsB,double,0.7121
D-Galactonic Acid,b0674,b3744,asnB,asnA,double,0.7121
D-Galactonic Acid,b0765,b2424,modC,cysU,double,0.7121
D-Galactonic Acid,b0844,b3812,ybjI,yigB,double,0.7121
D-Galactonic Acid,b0078,b3671,ilvH,ilvB,double,0.7121
D-Galactonic Acid,b1378,b3924,pfo,fpr,double,0.7121
D-Galactonic Acid,b0870,b2320,ltaE,pdxB,double,0.7121
D-Galactonic Acid,b2551,b4388,glyA,serB,double,0.7121
D-Galactonic Acid,b2926,b3733,pgk,atpG,double,0.7121
D-Galactonic Acid,b0452,b0954,tesB,fabA,double,0.7121
D-Galactonic Acid,b2708,b3197,srlQ,kdsD,double,0.7121
D-Galactonic Acid,b2582,b3781,trxC,trxA,double,0.7121
L-Galactonic Acid,b0388,b3390,aroL,aroK,double,0.7121
L-Galactonic Acid,b0765,b2422,modC,cysA,double,0.7121
L-Galactonic Acid,b0928,b4054,aspC,tyrB,double,0.7121
L-Galactonic Acid,b3117,b3772,tdcB,ilvA,double,0.7121
L-Galactonic Acid,b2508,b2868,guaB,xdhC,double,0.7121
L-Galactonic Acid,b0048,b1606,folA,folM,double,0.7121
L-Galactonic Acid,b2926,b3732,pgk,atpD,double,0.7121
L-Galactonic Acid,b1779,b3738,gapA,atpB,double,0.7121
L-Galactonic Acid,b0764,b2423,modB,cysW,double,0.7121
L-Galactonic Acid,b2414,b2421,cysK,cysM,double,0.7121
L-Galactonic Acid,b1692,b3281,ydiB,aroE,double,0.7121
