substrate,ko_gene1,ko_gene2,ko_gene3,ko_type,ko_reaction,rescue_reaction,rescue_rxn_name,match_key,match_type,rescue_source,rescue_layer,rescue_gene_rule,rescued_biomass,wt_biomass,pct_rescue,n_rescue_variants,n_ko_reactions
L-Galactonic Acid,b0764,b2425,b3917,triple,MOBDabcpp,ATPPHm; ATPS; MOBDabc; NTP1,"Nucleoside-triphosphatase (ATP); Molybdate transport via ABC system; ATP phosphohydrolase, mitochondria; ATPase  cytosolic",ec:3.6.3.29,ec,iML1515; universal_model,1,b0650 or b4161,0.71209,0.7121,100.0,4,1
L-Galactonic Acid,b0765,b2425,b3917,triple,MOBDabcpp,ATPPHm; ATPS; MOBDabc; NTP1,"Nucleoside-triphosphatase (ATP); Molybdate transport via ABC system; ATP phosphohydrolase, mitochondria; ATPase  cytosolic",ec:3.6.3.29,ec,iML1515; universal_model,1,b0650 or b4161,0.71209,0.7121,100.0,4,1
L-Galactonic Acid,b0841,b1278,b3057,triple,UDCPDP,UDCPDPex; UDCPDPpp,Undecaprenyl-diphosphatase (periplasm),mnx:MNXR105042,mnx,iML1515; universal_model,1,b1278 or b3057 or b0841,0.71209,0.7121,100.0,2,1
L-Galactonic Acid,b2502,b2744,b4226,triple,PPA,IDPh; IDPm; MNXR4373; PPA_1; PPA_1pp; PPAer; PPAm; PPAn; r0009,"rhea:24576; Inorganic diphosphatase; Inorganic diphosphatase (one proton translocation) (periplasm); Inorganic diphosphatase, endoplasmic reticulum; Inorganic diphosphatase, nuclear; Pyrophosphate energized proton pump; Inorganic pyrophosphatase; Pyrophosphate phosphohydrolase EC:3.6.1.1",ec:3.6.1.1,ec,metanetx_universal_model_bigg_rhea_kegg_brenda; universal_model,2,,0.71209,0.7121,100.0,9,1
L-Lactic Acid,b0475,b1019,b2431,triple,FCLT,FCLT_1; FCLT_2; FCLTm; MNXR70157,rhea:22584; Ferrochelatase  mitochondrial; Ferrochelatase; Heme B synthesis reaction,ec:4.99.1.1,ec,metanetx_universal_model_bigg_rhea_kegg_brenda; universal_model,2,,0.34195,0.3419,100.0,4,1
L-Lactic Acid,b0754,b1704,b2601,triple,DDPA,DDPA_1,3-deoxy-D-arabino-heptulosonate 7-phosphate synthetase,bigg:DDPA,bigg,universal_model,2,,0.34195,0.3419,100.0,1,1
L-Lactic Acid,b0754,b1704,b2601,triple,DDPA,DDPAm; DPHS; MNXR1486,rhea:14717; 2 deoxy D arabino heptulosonate 7 phosphate synthetase  mitochondrial; 3-deoxy-7-phosphoheptulonate synthase,ec:2.5.1.54,ec,metanetx_universal_model_bigg_rhea_kegg_brenda; universal_model,2,,0.34195,0.3419,100.0,3,1
L-Lactic Acid,b0763,b2425,b3917,triple,MOBDabcpp,ATPPHm; ATPS; MOBDabc; NTP1,"Nucleoside-triphosphatase (ATP); Molybdate transport via ABC system; ATP phosphohydrolase, mitochondria; ATPase  cytosolic",ec:3.6.3.29,ec,iML1515; universal_model,1,b0650 or b4161,0.34195,0.3419,100.0,4,1
L-Lactic Acid,b0764,b2425,b3917,triple,MOBDabcpp,ATPPHm; ATPS; MOBDabc; NTP1,"Nucleoside-triphosphatase (ATP); Molybdate transport via ABC system; ATP phosphohydrolase, mitochondria; ATPase  cytosolic",ec:3.6.3.29,ec,iML1515; universal_model,1,b0650 or b4161,0.34195,0.3419,100.0,4,1
L-Lactic Acid,b0765,b2425,b3917,triple,MOBDabcpp,ATPPHm; ATPS; MOBDabc; NTP1,"Nucleoside-triphosphatase (ATP); Molybdate transport via ABC system; ATP phosphohydrolase, mitochondria; ATPase  cytosolic",ec:3.6.3.29,ec,iML1515; universal_model,1,b0650 or b4161,0.34195,0.3419,100.0,4,1
L-Lactic Acid,b0841,b1278,b3057,triple,UDCPDP,UDCPDPex; UDCPDPpp,Undecaprenyl-diphosphatase (periplasm),mnx:MNXR105042,mnx,iML1515; universal_model,1,b1278 or b3057 or b0841,0.34195,0.3419,100.0,2,1
L-Lactic Acid,b2502,b2744,b4226,triple,PPA,IDPh; IDPm; MNXR4373; PPA_1; PPA_1pp; PPAer; PPAm; PPAn; r0009,"rhea:24576; Inorganic diphosphatase; Inorganic diphosphatase (one proton translocation) (periplasm); Inorganic diphosphatase, endoplasmic reticulum; Inorganic diphosphatase, nuclear; Pyrophosphate energized proton pump; Inorganic pyrophosphatase; Pyrophosphate phosphohydrolase EC:3.6.1.1",ec:3.6.1.1,ec,metanetx_universal_model_bigg_rhea_kegg_brenda; universal_model,2,,0.34195,0.3419,100.0,9,1
L-Malic Acid,b0475,b1019,b2431,triple,FCLT,FCLT_1; FCLT_2; FCLTm; MNXR70157,rhea:22584; Ferrochelatase  mitochondrial; Ferrochelatase; Heme B synthesis reaction,ec:4.99.1.1,ec,metanetx_universal_model_bigg_rhea_kegg_brenda; universal_model,2,,0.40511,0.4051,100.0,4,1
L-Malic Acid,b0621,b4123,b4138,triple,SUCMALtpp,DICtm,"Dicarboxylate transport, mitochondrial",mnx:MNXR97456,mnx,universal_model,2,,0.40511,0.4051,100.0,1,1
L-Malic Acid,b0621,b4123,b4138,triple,MALt2_3pp,MALt2_3,Malate transport via proton symport (3 H),mnx:MNXR101371,mnx,iJR904,2,b4123 or b4138,0.37592,0.4051,92.8,1,1
L-Malic Acid,b0754,b1704,b2601,triple,DDPA,DDPA_1,3-deoxy-D-arabino-heptulosonate 7-phosphate synthetase,bigg:DDPA,bigg,universal_model,2,,0.40511,0.4051,100.0,1,1
L-Malic Acid,b0754,b1704,b2601,triple,DDPA,DDPAm; DPHS; MNXR1486,rhea:14717; 2 deoxy D arabino heptulosonate 7 phosphate synthetase  mitochondrial; 3-deoxy-7-phosphoheptulonate synthase,ec:2.5.1.54,ec,metanetx_universal_model_bigg_rhea_kegg_brenda; universal_model,2,,0.40511,0.4051,100.0,3,1
L-Malic Acid,b0763,b2425,b3917,triple,MOBDabcpp,ATPPHm; ATPS; MOBDabc; NTP1,"Nucleoside-triphosphatase (ATP); Molybdate transport via ABC system; ATP phosphohydrolase, mitochondria; ATPase  cytosolic",ec:3.6.3.29,ec,iML1515; universal_model,1,b0650 or b4161,0.40511,0.4051,100.0,4,1
L-Malic Acid,b0764,b2425,b3917,triple,MOBDabcpp,ATPPHm; ATPS; MOBDabc; NTP1,"Nucleoside-triphosphatase (ATP); Molybdate transport via ABC system; ATP phosphohydrolase, mitochondria; ATPase  cytosolic",ec:3.6.3.29,ec,iML1515; universal_model,1,b0650 or b4161,0.40511,0.4051,100.0,4,1
L-Malic Acid,b0765,b2425,b3917,triple,MOBDabcpp,ATPPHm; ATPS; MOBDabc; NTP1,"Nucleoside-triphosphatase (ATP); Molybdate transport via ABC system; ATP phosphohydrolase, mitochondria; ATPase  cytosolic",ec:3.6.3.29,ec,iML1515; universal_model,1,b0650 or b4161,0.40511,0.4051,100.0,4,1
L-Malic Acid,b0841,b1278,b3057,triple,UDCPDP,UDCPDPex; UDCPDPpp,Undecaprenyl-diphosphatase (periplasm),mnx:MNXR105042,mnx,iML1515; universal_model,1,b1278 or b3057 or b0841,0.40511,0.4051,100.0,2,1
L-Malic Acid,b2502,b2744,b4226,triple,PPA,IDPh; IDPm; MNXR4373; PPA_1; PPA_1pp; PPAer; PPAm; PPAn; r0009,"rhea:24576; Inorganic diphosphatase; Inorganic diphosphatase (one proton translocation) (periplasm); Inorganic diphosphatase, endoplasmic reticulum; Inorganic diphosphatase, nuclear; Pyrophosphate energized proton pump; Inorganic pyrophosphatase; Pyrophosphate phosphohydrolase EC:3.6.1.1",ec:3.6.1.1,ec,metanetx_universal_model_bigg_rhea_kegg_brenda; universal_model,2,,0.40511,0.4051,100.0,9,1
L-Rhamnose,b0475,b1019,b2431,triple,FCLT,FCLT_1; FCLT_2; FCLTm; MNXR70157,rhea:22584; Ferrochelatase  mitochondrial; Ferrochelatase; Heme B synthesis reaction,ec:4.99.1.1,ec,metanetx_universal_model_bigg_rhea_kegg_brenda; universal_model,2,,0.64547,0.6455,100.0,4,1
L-Rhamnose,b0754,b1704,b2601,triple,DDPA,DDPA_1,3-deoxy-D-arabino-heptulosonate 7-phosphate synthetase,bigg:DDPA,bigg,universal_model,2,,0.64547,0.6455,100.0,1,1
L-Rhamnose,b0754,b1704,b2601,triple,DDPA,DDPAm; DPHS; MNXR1486,rhea:14717; 2 deoxy D arabino heptulosonate 7 phosphate synthetase  mitochondrial; 3-deoxy-7-phosphoheptulonate synthase,ec:2.5.1.54,ec,metanetx_universal_model_bigg_rhea_kegg_brenda; universal_model,2,,0.64547,0.6455,100.0,3,1
L-Rhamnose,b0763,b2425,b3917,triple,MOBDabcpp,ATPPHm; ATPS; MOBDabc; NTP1,"Nucleoside-triphosphatase (ATP); Molybdate transport via ABC system; ATP phosphohydrolase, mitochondria; ATPase  cytosolic",ec:3.6.3.29,ec,iML1515; universal_model,1,b0650 or b4161,0.64547,0.6455,100.0,4,1
L-Rhamnose,b0764,b2425,b3917,triple,MOBDabcpp,ATPPHm; ATPS; MOBDabc; NTP1,"Nucleoside-triphosphatase (ATP); Molybdate transport via ABC system; ATP phosphohydrolase, mitochondria; ATPase  cytosolic",ec:3.6.3.29,ec,iML1515; universal_model,1,b0650 or b4161,0.64547,0.6455,100.0,4,1
L-Rhamnose,b0765,b2425,b3917,triple,MOBDabcpp,ATPPHm; ATPS; MOBDabc; NTP1,"Nucleoside-triphosphatase (ATP); Molybdate transport via ABC system; ATP phosphohydrolase, mitochondria; ATPase  cytosolic",ec:3.6.3.29,ec,iML1515; universal_model,1,b0650 or b4161,0.64547,0.6455,100.0,4,1
L-Rhamnose,b0841,b1278,b3057,triple,UDCPDP,UDCPDPex; UDCPDPpp,Undecaprenyl-diphosphatase (periplasm),mnx:MNXR105042,mnx,iML1515; universal_model,1,b1278 or b3057 or b0841,0.64547,0.6455,100.0,2,1
L-Rhamnose,b2502,b2744,b4226,triple,PPA,IDPh; IDPm; MNXR4373; PPA_1; PPA_1pp; PPAer; PPAm; PPAn; r0009,"rhea:24576; Inorganic diphosphatase; Inorganic diphosphatase (one proton translocation) (periplasm); Inorganic diphosphatase, endoplasmic reticulum; Inorganic diphosphatase, nuclear; Pyrophosphate energized proton pump; Inorganic pyrophosphatase; Pyrophosphate phosphohydrolase EC:3.6.1.1",ec:3.6.1.1,ec,metanetx_universal_model_bigg_rhea_kegg_brenda; universal_model,2,,0.64547,0.6455,100.0,9,1
L-Serine,b0475,b1019,b2431,triple,FCLT,FCLT_1; FCLT_2; FCLTm; MNXR70157,rhea:22584; Ferrochelatase  mitochondrial; Ferrochelatase; Heme B synthesis reaction,ec:4.99.1.1,ec,metanetx_universal_model_bigg_rhea_kegg_brenda; universal_model,2,,0.30869,0.3087,100.0,4,1
L-Serine,b0754,b1704,b2601,triple,DDPA,DDPA_1,3-deoxy-D-arabino-heptulosonate 7-phosphate synthetase,bigg:DDPA,bigg,universal_model,2,,0.30869,0.3087,100.0,1,1
L-Serine,b0754,b1704,b2601,triple,DDPA,DDPAm; DPHS; MNXR1486,rhea:14717; 2 deoxy D arabino heptulosonate 7 phosphate synthetase  mitochondrial; 3-deoxy-7-phosphoheptulonate synthase,ec:2.5.1.54,ec,metanetx_universal_model_bigg_rhea_kegg_brenda; universal_model,2,,0.30869,0.3087,100.0,3,1
L-Serine,b0763,b2425,b3917,triple,MOBDabcpp,ATPPHm; ATPS; MOBDabc; NTP1,"Nucleoside-triphosphatase (ATP); Molybdate transport via ABC system; ATP phosphohydrolase, mitochondria; ATPase  cytosolic",ec:3.6.3.29,ec,iML1515; universal_model,1,b0650 or b4161,0.30869,0.3087,100.0,4,1
L-Serine,b0764,b2425,b3917,triple,MOBDabcpp,ATPPHm; ATPS; MOBDabc; NTP1,"Nucleoside-triphosphatase (ATP); Molybdate transport via ABC system; ATP phosphohydrolase, mitochondria; ATPase  cytosolic",ec:3.6.3.29,ec,iML1515; universal_model,1,b0650 or b4161,0.30869,0.3087,100.0,4,1
L-Serine,b0765,b2425,b3917,triple,MOBDabcpp,ATPPHm; ATPS; MOBDabc; NTP1,"Nucleoside-triphosphatase (ATP); Molybdate transport via ABC system; ATP phosphohydrolase, mitochondria; ATPase  cytosolic",ec:3.6.3.29,ec,iML1515; universal_model,1,b0650 or b4161,0.30869,0.3087,100.0,4,1
L-Serine,b0841,b1278,b3057,triple,UDCPDP,UDCPDPex; UDCPDPpp,Undecaprenyl-diphosphatase (periplasm),mnx:MNXR105042,mnx,iML1515; universal_model,1,b1278 or b3057 or b0841,0.30869,0.3087,100.0,2,1
L-Serine,b2502,b2744,b4226,triple,PPA,IDPh; IDPm; MNXR4373; PPA_1; PPA_1pp; PPAer; PPAm; PPAn; r0009,"rhea:24576; Inorganic diphosphatase; Inorganic diphosphatase (one proton translocation) (periplasm); Inorganic diphosphatase, endoplasmic reticulum; Inorganic diphosphatase, nuclear; Pyrophosphate energized proton pump; Inorganic pyrophosphatase; Pyrophosphate phosphohydrolase EC:3.6.1.1",ec:3.6.1.1,ec,metanetx_universal_model_bigg_rhea_kegg_brenda; universal_model,2,,0.30869,0.3087,100.0,9,1
Lactose,b0475,b1019,b2431,triple,FCLT,FCLT_1; FCLT_2; FCLTm; MNXR70157,rhea:22584; Ferrochelatase  mitochondrial; Ferrochelatase; Heme B synthesis reaction,ec:4.99.1.1,ec,metanetx_universal_model_bigg_rhea_kegg_brenda; universal_model,2,,0.80914,0.8091,100.0,4,1
Lactose,b0754,b1704,b2601,triple,DDPA,DDPA_1,3-deoxy-D-arabino-heptulosonate 7-phosphate synthetase,bigg:DDPA,bigg,universal_model,2,,0.80914,0.8091,100.0,1,1
Lactose,b0754,b1704,b2601,triple,DDPA,DDPAm; DPHS; MNXR1486,rhea:14717; 2 deoxy D arabino heptulosonate 7 phosphate synthetase  mitochondrial; 3-deoxy-7-phosphoheptulonate synthase,ec:2.5.1.54,ec,metanetx_universal_model_bigg_rhea_kegg_brenda; universal_model,2,,0.80914,0.8091,100.0,3,1
Lactose,b0763,b2425,b3917,triple,MOBDabcpp,ATPPHm; ATPS; MOBDabc; NTP1,"Nucleoside-triphosphatase (ATP); Molybdate transport via ABC system; ATP phosphohydrolase, mitochondria; ATPase  cytosolic",ec:3.6.3.29,ec,iML1515; universal_model,1,b0650 or b4161,0.80914,0.8091,100.0,4,1
Lactose,b0764,b2425,b3917,triple,MOBDabcpp,ATPPHm; ATPS; MOBDabc; NTP1,"Nucleoside-triphosphatase (ATP); Molybdate transport via ABC system; ATP phosphohydrolase, mitochondria; ATPase  cytosolic",ec:3.6.3.29,ec,iML1515; universal_model,1,b0650 or b4161,0.80914,0.8091,100.0,4,1
Lactose,b0765,b2425,b3917,triple,MOBDabcpp,ATPPHm; ATPS; MOBDabc; NTP1,"Nucleoside-triphosphatase (ATP); Molybdate transport via ABC system; ATP phosphohydrolase, mitochondria; ATPase  cytosolic",ec:3.6.3.29,ec,iML1515; universal_model,1,b0650 or b4161,0.80914,0.8091,100.0,4,1
Lactose,b0841,b1278,b3057,triple,UDCPDP,UDCPDPex; UDCPDPpp,Undecaprenyl-diphosphatase (periplasm),mnx:MNXR105042,mnx,iML1515; universal_model,1,b1278 or b3057 or b0841,0.80914,0.8091,100.0,2,1
Lactose,b2502,b2744,b4226,triple,PPA,IDPh; IDPm; MNXR4373; PPA_1; PPA_1pp; PPAer; PPAm; PPAn; r0009,"rhea:24576; Inorganic diphosphatase; Inorganic diphosphatase (one proton translocation) (periplasm); Inorganic diphosphatase, endoplasmic reticulum; Inorganic diphosphatase, nuclear; Pyrophosphate energized proton pump; Inorganic pyrophosphatase; Pyrophosphate phosphohydrolase EC:3.6.1.1",ec:3.6.1.1,ec,metanetx_universal_model_bigg_rhea_kegg_brenda; universal_model,2,,0.80914,0.8091,100.0,9,1
Maltose,b0475,b1019,b2431,triple,FCLT,FCLT_1; FCLT_2; FCLTm; MNXR70157,rhea:22584; Ferrochelatase  mitochondrial; Ferrochelatase; Heme B synthesis reaction,ec:4.99.1.1,ec,metanetx_universal_model_bigg_rhea_kegg_brenda; universal_model,2,,1.10711,1.1071,100.0,4,1
Maltose,b0754,b1704,b2601,triple,DDPA,DDPA_1,3-deoxy-D-arabino-heptulosonate 7-phosphate synthetase,bigg:DDPA,bigg,universal_model,2,,1.10711,1.1071,100.0,1,1
Maltose,b0754,b1704,b2601,triple,DDPA,DDPAm; DPHS; MNXR1486,rhea:14717; 2 deoxy D arabino heptulosonate 7 phosphate synthetase  mitochondrial; 3-deoxy-7-phosphoheptulonate synthase,ec:2.5.1.54,ec,metanetx_universal_model_bigg_rhea_kegg_brenda; universal_model,2,,1.10711,1.1071,100.0,3,1
Maltose,b0763,b2425,b3917,triple,MOBDabcpp,ATPPHm; ATPS; MOBDabc; NTP1,"Nucleoside-triphosphatase (ATP); Molybdate transport via ABC system; ATP phosphohydrolase, mitochondria; ATPase  cytosolic",ec:3.6.3.29,ec,iML1515; universal_model,1,b0650 or b4161,1.10711,1.1071,100.0,4,1
Maltose,b0764,b2425,b3917,triple,MOBDabcpp,ATPPHm; ATPS; MOBDabc; NTP1,"Nucleoside-triphosphatase (ATP); Molybdate transport via ABC system; ATP phosphohydrolase, mitochondria; ATPase  cytosolic",ec:3.6.3.29,ec,iML1515; universal_model,1,b0650 or b4161,1.10711,1.1071,100.0,4,1
Maltose,b0765,b2425,b3917,triple,MOBDabcpp,ATPPHm; ATPS; MOBDabc; NTP1,"Nucleoside-triphosphatase (ATP); Molybdate transport via ABC system; ATP phosphohydrolase, mitochondria; ATPase  cytosolic",ec:3.6.3.29,ec,iML1515; universal_model,1,b0650 or b4161,1.10711,1.1071,100.0,4,1
Maltose,b0841,b1278,b3057,triple,UDCPDP,UDCPDPex; UDCPDPpp,Undecaprenyl-diphosphatase (periplasm),mnx:MNXR105042,mnx,iML1515; universal_model,1,b1278 or b3057 or b0841,1.10711,1.1071,100.0,2,1
Maltose,b2502,b2744,b4226,triple,PPA,IDPh; IDPm; MNXR4373; PPA_1; PPA_1pp; PPAer; PPAm; PPAn; r0009,"rhea:24576; Inorganic diphosphatase; Inorganic diphosphatase (one proton translocation) (periplasm); Inorganic diphosphatase, endoplasmic reticulum; Inorganic diphosphatase, nuclear; Pyrophosphate energized proton pump; Inorganic pyrophosphatase; Pyrophosphate phosphohydrolase EC:3.6.1.1",ec:3.6.1.1,ec,metanetx_universal_model_bigg_rhea_kegg_brenda; universal_model,2,,1.10711,1.1071,100.0,9,1
Maltotriose,b0475,b1019,b2431,triple,FCLT,FCLT_1; FCLT_2; FCLTm; MNXR70157,rhea:22584; Ferrochelatase  mitochondrial; Ferrochelatase; Heme B synthesis reaction,ec:4.99.1.1,ec,metanetx_universal_model_bigg_rhea_kegg_brenda; universal_model,2,,1.35947,1.3595,100.0,4,1
Maltotriose,b0754,b1704,b2601,triple,DDPA,DDPA_1,3-deoxy-D-arabino-heptulosonate 7-phosphate synthetase,bigg:DDPA,bigg,universal_model,2,,1.35947,1.3595,100.0,1,1
Maltotriose,b0754,b1704,b2601,triple,DDPA,DDPAm; DPHS; MNXR1486,rhea:14717; 2 deoxy D arabino heptulosonate 7 phosphate synthetase  mitochondrial; 3-deoxy-7-phosphoheptulonate synthase,ec:2.5.1.54,ec,metanetx_universal_model_bigg_rhea_kegg_brenda; universal_model,2,,1.35947,1.3595,100.0,3,1
Maltotriose,b0763,b2425,b3917,triple,MOBDabcpp,ATPPHm; ATPS; MOBDabc; NTP1,"Nucleoside-triphosphatase (ATP); Molybdate transport via ABC system; ATP phosphohydrolase, mitochondria; ATPase  cytosolic",ec:3.6.3.29,ec,iML1515; universal_model,1,b0650 or b4161,1.35947,1.3595,100.0,4,1
Maltotriose,b0764,b2425,b3917,triple,MOBDabcpp,ATPPHm; ATPS; MOBDabc; NTP1,"Nucleoside-triphosphatase (ATP); Molybdate transport via ABC system; ATP phosphohydrolase, mitochondria; ATPase  cytosolic",ec:3.6.3.29,ec,iML1515; universal_model,1,b0650 or b4161,1.35947,1.3595,100.0,4,1
Maltotriose,b0765,b2425,b3917,triple,MOBDabcpp,ATPPHm; ATPS; MOBDabc; NTP1,"Nucleoside-triphosphatase (ATP); Molybdate transport via ABC system; ATP phosphohydrolase, mitochondria; ATPase  cytosolic",ec:3.6.3.29,ec,iML1515; universal_model,1,b0650 or b4161,1.35947,1.3595,100.0,4,1
Maltotriose,b0841,b1278,b3057,triple,UDCPDP,UDCPDPex; UDCPDPpp,Undecaprenyl-diphosphatase (periplasm),mnx:MNXR105042,mnx,iML1515; universal_model,1,b1278 or b3057 or b0841,1.35947,1.3595,100.0,2,1
Maltotriose,b2502,b2744,b4226,triple,PPA,IDPh; IDPm; MNXR4373; PPA_1; PPA_1pp; PPAer; PPAm; PPAn; r0009,"rhea:24576; Inorganic diphosphatase; Inorganic diphosphatase (one proton translocation) (periplasm); Inorganic diphosphatase, endoplasmic reticulum; Inorganic diphosphatase, nuclear; Pyrophosphate energized proton pump; Inorganic pyrophosphatase; Pyrophosphate phosphohydrolase EC:3.6.1.1",ec:3.6.1.1,ec,metanetx_universal_model_bigg_rhea_kegg_brenda; universal_model,2,,1.35947,1.3595,100.0,9,1
Mucic Acid,b0475,b1019,b2431,triple,FCLT,FCLT_1; FCLT_2; FCLTm; MNXR70157,rhea:22584; Ferrochelatase  mitochondrial; Ferrochelatase; Heme B synthesis reaction,ec:4.99.1.1,ec,metanetx_universal_model_bigg_rhea_kegg_brenda; universal_model,2,,0.60246,0.6025,100.0,4,1
Mucic Acid,b0754,b1704,b2601,triple,DDPA,DDPA_1,3-deoxy-D-arabino-heptulosonate 7-phosphate synthetase,bigg:DDPA,bigg,universal_model,2,,0.60246,0.6025,100.0,1,1
Mucic Acid,b0754,b1704,b2601,triple,DDPA,DDPAm; DPHS; MNXR1486,rhea:14717; 2 deoxy D arabino heptulosonate 7 phosphate synthetase  mitochondrial; 3-deoxy-7-phosphoheptulonate synthase,ec:2.5.1.54,ec,metanetx_universal_model_bigg_rhea_kegg_brenda; universal_model,2,,0.60246,0.6025,100.0,3,1
Mucic Acid,b0763,b2425,b3917,triple,MOBDabcpp,ATPPHm; ATPS; MOBDabc; NTP1,"Nucleoside-triphosphatase (ATP); Molybdate transport via ABC system; ATP phosphohydrolase, mitochondria; ATPase  cytosolic",ec:3.6.3.29,ec,iML1515; universal_model,1,b0650 or b4161,0.60246,0.6025,100.0,4,1
Mucic Acid,b0764,b2425,b3917,triple,MOBDabcpp,ATPPHm; ATPS; MOBDabc; NTP1,"Nucleoside-triphosphatase (ATP); Molybdate transport via ABC system; ATP phosphohydrolase, mitochondria; ATPase  cytosolic",ec:3.6.3.29,ec,iML1515; universal_model,1,b0650 or b4161,0.60246,0.6025,100.0,4,1
Mucic Acid,b0765,b2425,b3917,triple,MOBDabcpp,ATPPHm; ATPS; MOBDabc; NTP1,"Nucleoside-triphosphatase (ATP); Molybdate transport via ABC system; ATP phosphohydrolase, mitochondria; ATPase  cytosolic",ec:3.6.3.29,ec,iML1515; universal_model,1,b0650 or b4161,0.60246,0.6025,100.0,4,1
Mucic Acid,b0841,b1278,b3057,triple,UDCPDP,UDCPDPex; UDCPDPpp,Undecaprenyl-diphosphatase (periplasm),mnx:MNXR105042,mnx,iML1515; universal_model,1,b1278 or b3057 or b0841,0.60246,0.6025,100.0,2,1
Mucic Acid,b2502,b2744,b4226,triple,PPA,IDPh; IDPm; MNXR4373; PPA_1; PPA_1pp; PPAer; PPAm; PPAn; r0009,"rhea:24576; Inorganic diphosphatase; Inorganic diphosphatase (one proton translocation) (periplasm); Inorganic diphosphatase, endoplasmic reticulum; Inorganic diphosphatase, nuclear; Pyrophosphate energized proton pump; Inorganic pyrophosphatase; Pyrophosphate phosphohydrolase EC:3.6.1.1",ec:3.6.1.1,ec,metanetx_universal_model_bigg_rhea_kegg_brenda; universal_model,2,,0.60246,0.6025,100.0,9,1
N-Acetyl-D-Glucosamine,b0475,b1019,b2431,triple,FCLT,FCLT_1; FCLT_2; FCLTm; MNXR70157,rhea:22584; Ferrochelatase  mitochondrial; Ferrochelatase; Heme B synthesis reaction,ec:4.99.1.1,ec,metanetx_universal_model_bigg_rhea_kegg_brenda; universal_model,2,,0.82967,0.8297,100.0,4,1
N-Acetyl-D-Glucosamine,b0754,b1704,b2601,triple,DDPA,DDPA_1,3-deoxy-D-arabino-heptulosonate 7-phosphate synthetase,bigg:DDPA,bigg,universal_model,2,,0.82967,0.8297,100.0,1,1
N-Acetyl-D-Glucosamine,b0754,b1704,b2601,triple,DDPA,DDPAm; DPHS; MNXR1486,rhea:14717; 2 deoxy D arabino heptulosonate 7 phosphate synthetase  mitochondrial; 3-deoxy-7-phosphoheptulonate synthase,ec:2.5.1.54,ec,metanetx_universal_model_bigg_rhea_kegg_brenda; universal_model,2,,0.82967,0.8297,100.0,3,1
N-Acetyl-D-Glucosamine,b0763,b2425,b3917,triple,MOBDabcpp,ATPPHm; ATPS; MOBDabc; NTP1,"Nucleoside-triphosphatase (ATP); Molybdate transport via ABC system; ATP phosphohydrolase, mitochondria; ATPase  cytosolic",ec:3.6.3.29,ec,iML1515; universal_model,1,b0650 or b4161,0.82967,0.8297,100.0,4,1
N-Acetyl-D-Glucosamine,b0764,b2425,b3917,triple,MOBDabcpp,ATPPHm; ATPS; MOBDabc; NTP1,"Nucleoside-triphosphatase (ATP); Molybdate transport via ABC system; ATP phosphohydrolase, mitochondria; ATPase  cytosolic",ec:3.6.3.29,ec,iML1515; universal_model,1,b0650 or b4161,0.82967,0.8297,100.0,4,1
N-Acetyl-D-Glucosamine,b0765,b2425,b3917,triple,MOBDabcpp,ATPPHm; ATPS; MOBDabc; NTP1,"Nucleoside-triphosphatase (ATP); Molybdate transport via ABC system; ATP phosphohydrolase, mitochondria; ATPase  cytosolic",ec:3.6.3.29,ec,iML1515; universal_model,1,b0650 or b4161,0.82967,0.8297,100.0,4,1
N-Acetyl-D-Glucosamine,b0841,b1278,b3057,triple,UDCPDP,UDCPDPex; UDCPDPpp,Undecaprenyl-diphosphatase (periplasm),mnx:MNXR105042,mnx,iML1515; universal_model,1,b1278 or b3057 or b0841,0.82967,0.8297,100.0,2,1
N-Acetyl-D-Glucosamine,b2502,b2744,b4226,triple,PPA,IDPh; IDPm; MNXR4373; PPA_1; PPA_1pp; PPAer; PPAm; PPAn; r0009,"rhea:24576; Inorganic diphosphatase; Inorganic diphosphatase (one proton translocation) (periplasm); Inorganic diphosphatase, endoplasmic reticulum; Inorganic diphosphatase, nuclear; Pyrophosphate energized proton pump; Inorganic pyrophosphatase; Pyrophosphate phosphohydrolase EC:3.6.1.1",ec:3.6.1.1,ec,metanetx_universal_model_bigg_rhea_kegg_brenda; universal_model,2,,0.82967,0.8297,100.0,9,1
N-Acetyl-Neuraminic,b0475,b1019,b2431,triple,FCLT,FCLT_1; FCLT_2; FCLTm; MNXR70157,rhea:22584; Ferrochelatase  mitochondrial; Ferrochelatase; Heme B synthesis reaction,ec:4.99.1.1,ec,metanetx_universal_model_bigg_rhea_kegg_brenda; universal_model,2,,0.91933,0.9193,100.0,4,1
N-Acetyl-Neuraminic,b0754,b1704,b2601,triple,DDPA,DDPA_1,3-deoxy-D-arabino-heptulosonate 7-phosphate synthetase,bigg:DDPA,bigg,universal_model,2,,0.91933,0.9193,100.0,1,1
N-Acetyl-Neuraminic,b0754,b1704,b2601,triple,DDPA,DDPAm; DPHS; MNXR1486,rhea:14717; 2 deoxy D arabino heptulosonate 7 phosphate synthetase  mitochondrial; 3-deoxy-7-phosphoheptulonate synthase,ec:2.5.1.54,ec,metanetx_universal_model_bigg_rhea_kegg_brenda; universal_model,2,,0.91933,0.9193,100.0,3,1
